Pressure,Temperature,Catalyst,Time,FlowRate,StirringSpeed,pH,Humidity,FeedConcentration,ReactorVolume,CoolingRate,Voltage,Current,Impurity,OperatorExperience,Yield
4.95,117.0,1.16,56.3,39.9,486.0,6.56,30.0,1.51,2.69,4.19,147.6,2.06,1.84,6.8,80.79
5.3,133.0,1.39,23.5,63.5,227.0,6.96,55.3,1.56,7.46,6.57,136.1,13.88,4.75,7.3,40.0
6.99,94.9,1.4,42.5,23.9,449.0,4.76,21.4,0.55,8.3,8.66,115.9,12.14,3.1,6.5,92.95
6.6,102.0,2.05,34.8,51.4,583.0,7.02,79.6,0.92,9.76,9.86,189.7,14.25,1.34,4.8,95.0
7.4,110.3,1.98,23.3,74.5,667.0,5.44,51.8,1.91,2.72,9.63,127.5,17.24,1.08,4.1,95.0
6.63,133.3,3.97,19.4,43.9,200.0,8.58,59.1,1.27,5.51,2.01,126.0,16.01,3.46,9.1,65.7
6.27,136.9,3.29,57.8,31.8,619.0,8.28,35.2,1.97,3.65,4.04,142.6,9.95,1.98,5.3,58.43
4.37,139.6,4.06,38.1,25.9,354.0,4.1,77.3,1.84,4.92,6.79,134.0,8.33,1.45,9.5,40.0
5.47,138.0,1.28,40.2,71.5,575.0,6.96,40.1,0.92,1.6,2.12,177.1,8.51,1.15,3.7,40.0
5.06,90.3,2.94,49.1,34.3,202.0,4.27,27.7,0.9,9.04,4.45,102.2,10.26,0.74,7.1,89.44
4.98,92.4,2.3,14.1,78.5,461.0,7.42,47.3,1.03,3.89,9.55,161.9,14.67,2.39,2.3,75.38
7.89,97.4,4.4,45.7,34.9,686.0,9.41,27.6,1.26,9.9,2.72,192.2,15.84,1.72,9.2,95.0
5.57,107.4,3.83,18.3,48.9,175.0,9.2,77.7,1.85,4.96,5.47,126.3,8.39,2.34,9.3,95.0
7.57,131.5,4.48,47.0,47.5,679.0,5.46,50.3,1.25,4.19,1.45,121.0,8.66,1.25,1.3,94.47
6.52,134.6,1.19,17.1,23.7,417.0,4.84,56.0,1.68,5.54,6.76,226.8,19.48,4.78,3.2,40.0
7.18,99.3,3.88,51.6,51.9,676.0,8.75,49.1,1.37,2.26,6.34,214.8,17.34,0.72,7.5,95.0
6.01,121.0,3.16,44.1,60.4,771.0,7.28,34.0,0.84,8.62,8.52,135.8,5.38,4.73,9.7,95.0
6.31,135.9,4.3,29.3,64.5,212.0,6.54,30.2,1.13,8.27,8.85,216.9,9.65,2.17,3.8,57.56
5.97,113.2,3.03,27.9,51.4,572.0,8.86,77.9,1.12,8.41,2.91,224.1,18.83,2.44,5.7,95.0
4.78,95.2,3.16,17.4,68.8,265.0,5.52,39.0,1.99,4.73,8.73,116.0,2.89,0.89,6.0,87.97
6.89,112.9,1.21,55.2,65.1,195.0,5.35,23.5,1.32,4.23,9.82,205.3,19.13,2.21,3.4,95.0
5.12,108.8,3.67,15.9,31.6,540.0,7.67,50.3,0.61,9.63,8.96,173.3,19.45,0.55,8.7,95.0
4.1,118.9,2.09,33.6,44.1,176.0,5.64,34.6,1.36,6.11,8.77,201.8,2.64,4.83,9.7,67.18
6.58,111.9,1.08,21.8,28.6,426.0,6.56,62.4,1.35,9.0,6.15,199.7,5.8,1.86,7.4,85.1
4.71,90.9,1.27,59.8,28.0,545.0,6.73,42.7,1.22,3.34,6.9,164.7,1.39,1.07,2.8,78.23
7.76,139.7,4.83,39.3,62.7,450.0,5.23,76.0,0.98,5.9,8.09,102.3,17.91,3.73,6.1,68.1
7.82,117.2,2.38,17.5,51.8,588.0,4.37,46.1,0.87,7.07,2.6,193.3,3.52,1.65,6.5,95.0
7.66,113.7,4.47,43.4,56.1,661.0,8.6,60.6,0.81,1.88,9.8,182.9,6.46,3.03,1.8,95.0
5.48,137.7,4.84,59.6,63.9,711.0,8.7,71.0,0.64,8.95,3.68,168.3,18.63,0.65,8.2,66.51
4.06,97.8,4.77,40.3,36.6,492.0,7.59,71.8,1.07,4.98,5.63,196.8,8.31,2.26,6.4,95.0
7.71,99.5,4.53,32.9,44.1,294.0,4.89,53.2,1.58,8.17,5.93,179.1,8.35,1.4,5.8,95.0
5.71,130.4,4.58,24.7,56.4,457.0,6.86,68.2,1.37,8.19,8.53,149.2,7.09,3.92,4.4,73.25
7.87,103.0,2.16,14.6,25.8,371.0,5.07,34.9,0.52,7.13,5.19,211.2,18.41,0.68,9.4,95.0
7.85,130.0,1.61,21.4,70.0,258.0,9.29,56.1,1.75,4.42,4.73,203.7,19.74,3.17,1.1,60.85
7.41,103.6,3.56,37.7,40.6,470.0,8.18,22.0,1.1,6.05,4.18,181.7,17.4,0.04,2.6,95.0
5.18,91.7,2.95,47.7,59.5,116.0,4.19,40.0,1.55,8.26,8.96,172.2,5.53,0.15,8.3,93.49
5.54,115.9,1.39,53.9,79.7,524.0,4.01,40.7,1.65,1.92,8.66,190.4,13.26,2.94,2.5,89.29
7.4,99.8,3.71,49.7,48.5,675.0,9.9,72.4,1.21,8.36,4.86,185.7,9.49,4.33,1.4,95.0
5.27,127.9,3.25,16.3,32.9,800.0,4.24,48.4,1.69,3.58,4.74,129.0,16.87,2.31,1.6,63.95
4.68,122.1,4.45,48.7,33.0,745.0,9.2,64.4,1.41,4.4,2.7,122.7,16.85,2.1,7.7,95.0
6.23,136.2,3.44,39.1,23.6,163.0,9.73,48.3,1.69,3.55,5.53,135.6,11.57,0.45,4.5,50.2
7.74,129.1,3.3,33.5,66.0,214.0,5.85,38.8,1.52,9.84,4.06,150.4,17.54,4.04,7.7,83.6
6.78,99.0,2.76,38.6,37.6,197.0,7.24,76.4,0.75,7.42,4.65,220.3,6.36,2.41,6.4,95.0
6.28,130.0,2.85,10.4,30.4,491.0,7.88,57.5,0.86,9.98,2.76,115.5,12.62,1.19,9.1,61.8
4.39,122.1,4.82,13.4,62.8,132.0,7.12,58.5,1.14,1.87,6.54,193.8,19.17,3.98,9.9,80.84
6.46,123.4,1.55,36.3,38.5,756.0,5.28,49.5,1.07,9.72,4.92,116.0,8.1,2.24,5.2,77.06
7.96,131.6,2.78,18.7,56.0,143.0,7.49,31.1,0.97,3.04,9.16,152.3,17.56,0.72,9.1,74.11
4.56,118.7,3.62,37.3,45.1,374.0,5.55,70.1,1.19,1.17,4.84,155.6,12.48,0.46,1.4,86.64
6.07,113.3,2.73,27.7,40.0,726.0,4.99,64.3,1.28,2.95,8.1,200.3,11.33,4.83,1.2,95.0
7.51,121.8,2.13,55.4,49.4,764.0,7.03,42.9,1.87,2.66,6.35,224.8,11.57,3.21,5.5,95.0
6.96,104.9,2.15,57.5,38.8,426.0,6.23,76.2,0.95,7.73,9.09,189.5,17.79,1.22,9.5,95.0
6.79,99.1,1.93,59.0,72.2,442.0,4.16,40.6,0.58,7.05,8.74,226.6,14.22,2.53,6.2,95.0
6.81,120.8,2.38,54.9,24.4,545.0,9.7,22.3,0.97,4.2,8.78,152.9,8.38,3.88,2.4,94.49
5.44,101.7,4.49,59.3,21.8,385.0,4.24,35.7,1.57,2.67,9.8,205.8,6.76,4.46,7.5,95.0
5.17,94.0,3.02,45.3,44.4,327.0,9.42,42.1,1.07,4.24,1.98,180.3,18.8,2.96,7.6,95.0
7.24,90.0,1.96,58.0,30.4,618.0,5.14,69.2,0.79,9.69,3.5,206.7,13.71,4.54,4.5,95.0
7.24,120.4,2.54,42.1,64.6,517.0,4.85,67.3,1.08,3.72,1.0,195.2,16.48,2.21,7.3,95.0
7.47,108.1,1.42,50.5,41.2,437.0,4.41,45.9,1.58,7.19,8.26,149.1,4.32,4.29,8.6,95.0
7.65,127.6,4.62,16.6,35.7,171.0,6.55,62.1,0.64,4.02,7.27,176.6,17.48,0.16,1.6,93.76
6.05,108.8,2.63,44.1,41.6,148.0,7.52,33.7,1.54,8.25,9.38,236.9,16.39,3.38,3.7,95.0
6.01,114.3,4.92,56.6,33.2,458.0,9.42,73.4,0.7,6.18,7.37,191.2,16.63,1.97,5.9,95.0
7.19,110.4,2.39,37.0,38.0,534.0,8.7,23.7,1.97,6.99,1.53,196.5,1.13,3.66,8.8,95.0
6.6,122.5,4.35,19.3,54.1,560.0,4.96,43.9,1.17,1.34,2.95,131.6,13.08,3.54,7.9,95.0
6.81,107.8,2.03,36.3,71.8,726.0,5.01,68.6,1.09,7.62,1.84,178.0,10.21,2.76,4.3,95.0
7.18,138.2,1.3,45.3,42.3,671.0,4.05,50.6,1.38,3.42,1.15,136.5,6.01,4.28,4.6,40.0
7.56,136.8,1.13,48.5,39.2,199.0,8.13,68.8,0.72,6.79,3.45,205.6,19.13,4.12,2.3,40.0
5.35,132.4,3.42,36.2,66.9,656.0,4.1,30.0,1.0,4.77,6.21,203.0,18.15,4.89,7.3,59.51
5.5,136.0,2.25,20.9,21.3,573.0,4.83,35.1,1.36,3.89,8.84,210.2,8.63,1.31,3.5,40.0
4.38,112.5,2.77,56.3,38.1,680.0,7.81,43.9,0.6,4.16,6.97,100.3,16.61,2.67,1.9,93.52
6.31,116.8,4.27,48.7,47.1,690.0,4.9,71.5,0.88,2.05,2.66,195.5,10.94,3.54,8.2,95.0
4.14,127.1,1.99,23.5,56.0,342.0,4.92,77.4,1.25,2.2,5.33,124.9,16.67,4.65,1.8,47.09
5.86,124.8,2.23,50.6,29.4,284.0,5.4,23.4,1.51,2.06,3.07,101.7,12.57,4.34,7.3,76.34
6.17,134.5,4.38,27.4,46.0,487.0,6.31,76.4,0.97,7.07,6.37,213.8,17.3,2.48,1.9,60.92
5.15,125.8,2.97,25.6,54.0,309.0,4.05,61.9,1.44,3.52,6.4,222.8,3.88,2.54,3.4,66.22
6.36,139.9,4.31,53.2,50.6,345.0,8.48,49.0,0.88,9.64,4.2,219.8,14.84,0.85,6.8,54.76
4.12,107.4,2.5,53.7,54.5,148.0,8.64,34.6,1.15,8.38,2.5,100.5,6.18,4.34,6.2,84.51
4.15,131.6,2.59,29.9,59.7,794.0,6.2,37.0,1.13,4.11,7.46,104.1,6.78,1.46,5.5,46.85
7.29,124.9,1.67,10.4,42.8,317.0,8.79,59.9,0.55,5.64,3.69,204.5,8.19,3.55,8.0,68.26
5.44,124.6,4.67,19.3,23.8,646.0,5.71,45.2,1.91,8.06,9.36,224.1,2.86,3.11,7.7,85.93
4.51,106.3,4.59,55.5,23.3,795.0,9.91,21.9,1.63,2.32,4.54,109.2,14.68,1.42,9.6,95.0
6.09,129.3,4.94,54.9,71.5,778.0,6.39,78.0,1.38,2.64,1.07,201.1,19.63,4.61,2.4,95.0
7.08,135.0,2.61,32.7,60.6,544.0,8.01,59.9,0.99,4.41,5.86,181.9,8.24,2.42,8.5,57.64
4.86,100.9,4.27,25.2,65.9,477.0,5.93,67.3,1.74,5.7,5.59,158.6,1.13,4.48,2.8,95.0
6.49,121.3,2.66,25.1,75.7,316.0,6.7,58.6,1.56,2.14,4.18,201.0,8.39,1.22,1.8,86.89
4.34,109.6,2.82,54.9,65.0,703.0,7.87,62.8,0.71,5.2,2.17,219.1,1.49,0.9,1.1,95.0
4.21,139.5,4.32,26.2,61.5,337.0,6.09,22.4,1.35,2.77,7.1,208.1,12.15,2.98,6.8,40.0
6.13,113.9,1.71,35.6,59.3,175.0,7.94,43.4,0.9,8.91,3.69,184.2,14.74,2.42,7.9,90.17
6.16,101.4,1.88,46.6,35.5,306.0,4.88,76.1,1.59,9.42,1.41,122.9,6.79,1.97,2.6,95.0
6.55,109.1,2.26,20.5,77.4,321.0,6.9,77.4,1.13,7.62,9.23,113.5,4.39,3.38,8.6,95.0
6.9,122.7,4.15,22.7,52.5,603.0,5.64,75.2,0.88,2.23,2.45,147.3,1.74,4.88,2.4,95.0
7.9,93.8,2.49,27.9,33.3,219.0,9.52,79.9,1.88,7.19,2.35,148.5,17.62,1.63,2.9,95.0
6.07,120.2,2.43,42.7,32.6,322.0,8.95,24.2,1.87,5.85,2.31,164.4,10.58,3.12,4.0,87.79
5.29,136.6,5.0,50.9,68.9,154.0,6.92,23.8,1.73,8.65,3.17,143.5,2.26,3.95,10.0,63.44
7.18,132.5,2.54,37.3,35.0,694.0,6.72,76.0,0.64,4.43,3.09,163.1,7.44,1.45,6.3,66.93
5.08,93.4,1.99,16.6,22.5,607.0,9.0,21.8,1.63,9.83,2.25,239.4,9.3,1.5,3.9,77.38
5.76,139.7,3.49,32.3,45.7,406.0,8.14,73.1,0.62,8.21,7.87,155.3,8.49,4.62,4.7,40.0
4.31,124.9,4.21,16.4,69.0,401.0,8.1,72.5,0.66,2.82,7.51,148.9,17.41,0.63,7.5,71.2
4.1,98.1,1.28,14.4,44.9,216.0,7.29,52.5,0.74,7.03,1.36,165.7,8.93,1.59,2.6,64.1
7.85,90.6,3.48,39.5,68.2,369.0,9.17,72.8,1.53,5.67,2.12,200.0,6.3,2.74,2.8,95.0
7.34,98.6,1.14,57.8,69.6,735.0,5.14,61.3,1.08,7.62,8.14,221.7,9.06,2.51,3.5,95.0
6.78,131.9,3.11,51.9,71.5,197.0,9.17,30.3,1.77,4.38,5.79,151.5,8.06,3.3,6.2,74.22
5.64,91.1,2.03,48.7,55.3,636.0,7.12,70.6,1.62,1.12,2.89,206.2,2.46,0.53,3.6,94.9
4.69,101.7,2.23,46.4,62.0,133.0,7.73,44.1,1.65,4.49,8.11,106.2,19.79,4.72,6.3,90.35
4.63,127.9,2.87,54.9,35.7,318.0,9.77,33.0,1.9,6.92,7.68,182.8,9.75,2.0,6.7,69.86
5.0,119.3,4.71,47.6,26.0,693.0,6.55,78.6,1.39,2.21,7.54,218.4,4.75,3.23,5.6,95.0
6.2,129.1,3.84,41.3,52.0,411.0,8.01,61.1,1.78,9.45,1.76,125.3,9.92,3.67,8.3,82.72
6.86,127.3,4.75,28.2,20.6,592.0,7.13,31.1,0.88,4.03,7.78,184.2,11.13,3.4,6.5,95.0
6.64,92.5,3.64,15.0,47.9,172.0,9.59,72.2,1.88,6.31,4.61,234.5,8.59,3.64,3.1,95.0
5.12,134.6,1.03,33.1,26.1,578.0,6.93,69.5,1.91,2.0,2.95,119.7,7.54,2.74,9.8,40.0
7.82,101.4,2.06,56.2,26.5,673.0,5.54,26.2,1.09,1.22,5.15,221.4,14.37,4.73,5.4,95.0
6.95,117.7,4.62,39.2,72.2,664.0,6.9,27.6,1.0,5.71,3.69,202.6,13.77,2.3,1.3,95.0
6.22,122.2,3.57,19.2,58.4,407.0,9.5,33.4,0.95,5.25,8.85,144.9,6.92,4.25,2.7,87.14
6.45,98.4,4.93,42.5,58.7,733.0,7.0,74.0,1.22,9.98,5.65,214.6,11.52,1.18,7.2,95.0
5.68,138.8,1.62,33.3,44.3,502.0,4.88,63.5,1.49,8.42,7.28,198.9,3.6,3.99,2.1,40.0
4.99,114.4,2.19,56.6,44.8,673.0,7.25,74.1,1.26,7.33,1.77,201.1,10.25,3.15,4.6,92.24
5.42,92.9,2.45,18.0,38.2,249.0,6.33,70.7,1.29,6.76,3.84,219.6,10.47,4.44,2.9,76.18
7.03,136.9,2.31,45.6,46.1,247.0,7.9,52.0,0.59,9.5,7.16,144.7,4.62,3.16,5.5,43.16
4.06,119.3,2.01,44.1,55.2,628.0,5.45,23.1,1.85,9.04,3.52,227.1,4.61,1.23,1.2,75.72
4.46,125.0,2.77,59.2,31.2,553.0,5.93,63.3,0.76,1.89,6.17,129.5,3.67,0.3,2.2,77.1
4.18,116.3,3.57,38.2,35.7,573.0,7.1,57.0,1.58,3.83,3.51,139.8,17.45,3.47,8.9,88.33
4.16,131.7,2.25,53.6,49.7,266.0,4.71,33.9,0.95,2.93,3.29,152.7,14.99,1.24,2.2,43.07
7.42,91.7,1.32,11.2,43.1,380.0,5.26,75.5,1.21,7.03,2.97,197.3,4.79,4.57,4.3,83.89
6.81,103.4,3.83,16.1,69.2,281.0,8.81,61.2,0.51,8.69,3.06,110.5,16.91,4.84,2.8,95.0
5.9,113.5,2.84,27.3,69.3,148.0,9.64,68.1,1.72,9.53,7.73,135.3,6.97,4.8,1.1,91.81
4.39,93.8,3.23,41.0,40.2,243.0,9.82,66.6,1.94,9.96,1.32,159.7,7.55,1.04,1.5,86.75
5.97,125.3,2.82,32.5,47.0,797.0,9.62,27.6,0.69,8.76,3.23,149.5,2.19,2.72,8.1,82.64
5.89,109.7,4.56,20.1,78.6,264.0,9.65,36.8,0.79,4.06,9.18,233.1,14.79,4.77,7.5,95.0
4.69,103.6,3.23,39.5,69.6,212.0,8.93,65.7,0.61,2.81,3.9,122.3,5.29,0.01,5.0,95.0
5.74,90.2,4.69,38.3,32.9,588.0,8.41,55.0,0.62,3.46,4.41,108.0,9.58,0.7,9.1,95.0
5.59,126.0,3.04,36.2,36.8,522.0,5.39,27.5,1.32,7.28,8.1,160.6,3.81,2.74,2.4,74.57
6.46,131.7,2.17,14.5,25.0,622.0,6.65,45.4,0.75,6.83,7.34,118.8,15.77,2.14,1.6,48.27
6.54,109.8,2.42,56.4,60.7,558.0,6.39,34.4,0.83,8.56,1.23,171.5,10.29,0.89,8.0,95.0
4.18,118.2,3.09,39.6,39.0,256.0,8.38,64.8,1.18,3.41,1.96,107.2,18.85,2.1,1.2,78.9
5.5,101.4,3.12,23.2,52.2,451.0,6.85,28.3,1.22,6.08,4.86,229.1,5.27,0.58,2.3,95.0
6.5,121.1,3.75,44.4,66.1,224.0,6.16,56.8,0.93,9.16,5.5,141.7,1.91,1.51,4.2,95.0
6.01,90.6,1.9,25.9,70.2,277.0,8.88,21.7,1.97,1.63,2.49,145.5,7.42,0.39,2.7,83.79
7.43,114.4,3.64,35.3,39.5,791.0,8.5,61.5,0.67,4.24,3.25,167.2,11.09,2.13,6.8,95.0
6.63,122.2,4.11,27.1,34.2,610.0,6.21,25.4,0.79,1.72,8.04,135.5,12.05,4.82,5.2,95.0
4.65,135.9,3.71,54.0,70.9,648.0,6.52,27.7,1.14,7.76,4.5,136.6,16.7,3.49,8.0,53.13
4.28,109.1,2.93,59.7,42.9,121.0,9.36,48.8,0.94,1.49,8.12,220.9,11.72,1.68,5.3,93.73
6.57,128.3,4.97,18.1,69.3,367.0,8.4,20.6,1.75,9.51,7.72,223.5,3.99,4.32,2.7,87.8
4.11,119.9,2.62,11.2,29.0,489.0,8.14,78.7,0.77,8.51,4.36,107.9,12.44,0.26,2.8,63.6
6.34,136.4,1.43,21.0,74.7,205.0,8.27,36.2,1.57,1.51,8.56,129.2,4.36,0.83,4.7,40.0
7.76,109.9,4.29,39.5,49.0,694.0,4.61,20.3,0.69,8.37,6.55,172.9,16.62,0.77,5.9,95.0
6.3,106.0,1.85,18.7,30.2,198.0,7.38,71.9,0.9,1.99,1.26,239.3,2.79,2.79,7.5,87.36
5.55,134.4,3.85,50.6,52.1,546.0,5.75,24.0,1.61,7.31,2.76,233.0,3.94,0.57,3.5,65.21
6.57,92.5,1.72,30.4,72.2,487.0,4.51,72.5,0.63,7.26,2.86,204.0,8.83,0.33,3.7,92.71
5.83,96.8,1.07,40.5,43.4,695.0,8.39,67.9,1.86,9.68,1.08,163.6,5.0,4.76,8.4,89.19
6.18,94.1,1.64,32.8,30.7,318.0,5.83,27.3,0.98,5.11,7.29,223.6,11.5,4.79,7.0,85.57
7.77,132.2,2.51,55.2,54.6,299.0,5.86,26.8,1.0,7.76,7.47,178.6,14.99,1.54,7.6,77.64
5.54,90.5,1.43,11.8,70.1,692.0,7.84,64.5,0.85,6.09,8.35,117.7,14.46,4.81,8.1,71.24
7.84,133.1,1.79,46.5,27.3,255.0,8.0,67.1,1.81,9.82,5.36,144.8,3.89,2.41,1.7,61.72
7.62,112.6,4.06,42.6,22.5,622.0,6.84,42.5,1.46,5.52,3.99,227.1,17.2,3.13,1.1,95.0
4.78,90.2,4.08,42.5,23.4,234.0,7.34,72.6,0.57,9.47,7.01,236.9,5.8,0.32,8.0,93.38
4.28,110.1,4.27,30.7,33.8,713.0,9.09,31.9,1.87,4.66,7.77,220.5,3.59,3.13,5.9,95.0
4.4,99.3,4.36,10.8,20.4,687.0,4.64,56.6,1.9,2.69,7.99,143.9,9.01,3.65,6.2,95.0
4.07,121.2,2.68,44.5,45.7,651.0,4.39,44.9,1.33,4.39,5.68,222.1,1.73,3.16,9.0,77.58
4.38,124.0,4.47,51.5,61.9,444.0,7.94,40.0,0.97,5.02,3.35,105.8,4.13,3.75,9.6,87.89
6.73,114.4,3.1,14.3,62.6,124.0,7.62,52.3,0.74,6.91,1.83,207.7,12.15,3.12,8.7,95.0
4.28,92.0,2.88,32.1,58.2,193.0,5.12,38.2,0.89,6.55,5.49,231.8,1.19,4.1,3.1,77.34
5.28,122.8,3.87,18.1,37.8,420.0,7.13,33.4,1.81,2.68,3.95,137.2,9.5,3.71,6.0,80.13
7.38,132.1,1.86,40.5,64.2,131.0,8.47,52.4,0.81,2.14,9.37,102.0,15.81,4.38,3.1,55.37
4.09,126.0,4.16,49.3,54.6,144.0,8.39,51.6,0.72,5.67,9.84,213.2,6.0,3.96,4.4,69.02
7.26,131.5,2.72,43.3,71.7,188.0,7.57,68.6,0.99,1.53,1.18,143.2,16.85,3.57,3.6,68.84
5.13,100.0,1.51,25.9,48.7,283.0,4.78,59.0,0.95,6.55,9.3,121.7,19.28,3.64,5.7,82.03
4.47,134.4,1.48,17.0,30.8,625.0,5.82,40.1,1.61,6.52,5.49,117.1,12.79,3.43,6.1,40.0
6.79,106.1,1.66,49.7,58.1,134.0,6.43,61.3,1.08,2.8,7.38,105.6,17.79,1.58,5.8,95.0
6.52,90.7,4.56,26.2,29.0,789.0,8.73,27.0,0.81,9.5,2.63,232.3,16.77,1.24,1.5,95.0
7.51,132.2,4.96,11.1,77.8,292.0,7.26,30.9,0.72,6.17,8.85,196.6,13.33,3.99,4.5,83.75
6.94,137.1,2.43,38.6,62.2,324.0,8.4,55.2,1.24,10.0,2.34,157.5,7.56,4.63,3.9,41.96
7.21,122.8,2.17,22.3,65.4,274.0,9.54,53.4,1.92,1.39,7.67,200.6,7.6,4.4,4.9,82.55
5.13,101.6,1.88,52.1,60.8,522.0,7.74,51.8,1.12,7.82,7.77,199.2,16.97,3.98,5.2,95.0
4.71,102.6,4.3,17.2,25.9,114.0,5.42,58.1,0.56,3.31,1.29,214.8,4.4,2.02,9.5,95.0
7.0,113.3,1.84,31.7,47.9,165.0,4.84,29.3,0.91,5.67,6.29,137.3,17.29,2.06,2.7,92.9
7.23,134.9,4.7,22.7,59.1,169.0,4.0,68.1,0.99,1.94,6.79,212.2,6.3,3.94,9.4,70.96
7.96,97.5,3.67,44.5,33.8,565.0,5.05,72.5,1.43,2.35,7.91,117.1,16.31,2.5,6.4,95.0
5.65,131.3,4.59,37.4,60.8,331.0,5.62,51.3,1.8,3.86,6.96,137.3,14.39,4.39,9.8,73.25
5.49,104.6,3.22,49.5,69.2,406.0,5.62,61.1,1.95,8.01,1.47,228.4,8.51,0.24,2.9,95.0
7.11,130.4,3.76,32.9,36.5,765.0,8.0,69.2,0.85,8.42,5.32,143.6,2.32,4.72,5.5,83.63
5.36,136.0,3.48,10.2,32.0,240.0,4.9,59.0,1.78,2.62,8.4,227.8,8.2,3.95,7.5,40.0
7.72,111.4,4.32,20.8,73.0,149.0,6.61,46.1,0.64,2.18,6.4,173.7,3.76,3.34,6.1,95.0
7.43,108.3,4.34,60.0,20.3,409.0,4.03,61.0,1.35,9.52,2.37,148.5,8.14,1.32,2.3,95.0
5.72,130.1,3.36,30.3,35.3,215.0,5.57,75.8,1.02,7.49,2.53,161.4,4.51,4.91,3.7,60.68
7.0,116.5,3.53,41.0,44.4,201.0,4.25,37.2,0.68,2.25,3.82,104.7,19.75,3.97,4.1,95.0
7.02,124.2,4.69,55.2,60.3,387.0,8.26,68.1,0.79,1.73,5.6,146.2,16.7,3.02,7.0,95.0
4.41,121.1,4.72,11.0,79.8,569.0,6.13,79.8,0.9,4.47,3.97,115.8,17.2,3.1,8.0,84.07
7.61,97.6,3.66,43.0,42.2,270.0,6.88,65.8,1.58,2.01,2.73,218.5,13.54,3.85,6.9,95.0
6.02,132.2,1.03,24.4,76.9,713.0,8.57,38.6,1.99,7.4,6.5,222.7,6.94,3.75,4.0,43.89
7.31,99.8,1.42,24.0,42.0,354.0,9.18,27.3,0.55,2.64,8.38,211.7,10.34,2.22,6.6,93.31
5.28,136.6,4.43,21.2,61.7,754.0,7.1,52.7,1.7,5.44,6.52,105.2,19.0,0.71,1.3,51.28
7.58,102.5,1.34,51.1,29.9,445.0,7.9,27.0,1.27,4.3,2.34,112.4,14.16,0.53,5.9,95.0
5.56,126.7,1.85,28.6,47.6,609.0,8.42,47.7,0.67,6.6,1.38,157.0,19.43,2.38,5.7,60.62
4.04,104.2,1.92,13.4,72.3,694.0,5.71,40.2,0.85,9.34,6.32,160.3,11.18,1.47,2.6,77.19
7.62,105.9,3.4,14.8,39.2,471.0,8.24,48.5,1.14,4.78,9.81,235.3,1.38,0.46,7.2,95.0
4.37,105.5,3.31,17.4,26.3,695.0,7.92,38.9,1.59,5.31,2.7,201.6,8.73,2.63,9.1,92.2
5.28,127.4,2.16,54.9,51.4,365.0,6.66,70.7,0.86,8.79,6.48,175.5,13.99,4.57,5.7,65.11
7.8,117.8,1.83,31.4,46.4,354.0,6.04,46.2,1.46,6.69,5.25,179.1,18.2,3.31,5.7,95.0
7.8,134.1,4.06,55.8,33.8,656.0,9.84,26.3,0.91,1.48,8.51,196.1,17.42,0.73,3.1,89.64
6.29,105.4,4.74,50.9,74.3,269.0,9.92,58.7,1.74,1.26,1.53,193.9,12.31,3.91,9.3,95.0
6.53,124.6,1.21,51.9,56.1,602.0,8.17,66.7,0.96,9.39,4.94,238.0,15.7,1.02,8.6,81.54
5.79,127.6,1.53,24.3,40.8,154.0,6.3,45.5,1.73,2.82,3.7,237.8,13.03,2.57,5.2,51.66
5.17,97.6,3.57,23.6,79.8,545.0,8.51,56.3,0.98,9.2,3.2,225.1,13.93,4.74,2.0,95.0
5.31,110.0,4.22,38.0,28.3,759.0,8.08,46.8,1.32,4.92,7.66,200.2,10.73,3.76,9.6,95.0
6.69,114.1,4.16,30.9,70.9,420.0,7.27,32.1,1.69,5.12,2.83,177.9,6.4,4.1,5.8,95.0
7.01,107.8,3.88,35.5,33.8,391.0,4.79,55.8,0.64,9.93,4.27,114.5,17.2,2.49,3.2,95.0
7.17,106.1,4.55,12.7,34.4,478.0,9.68,62.1,0.75,5.63,9.03,239.3,10.83,5.0,5.7,95.0
7.16,124.3,1.87,58.6,49.9,604.0,5.4,35.0,1.93,9.76,7.93,212.6,5.99,1.15,3.9,91.55
4.36,100.8,1.43,12.9,59.7,351.0,6.36,62.6,0.77,6.74,7.1,207.7,12.0,3.48,7.9,70.97
5.98,125.5,3.46,18.9,61.4,100.0,6.05,71.6,1.85,7.94,4.3,179.3,15.81,4.46,5.7,74.23
4.23,136.8,4.29,43.9,21.3,451.0,4.92,75.0,1.27,1.59,6.95,116.8,6.9,3.04,9.0,42.52
6.2,118.3,3.33,17.8,37.2,393.0,4.15,30.4,0.66,1.13,2.44,116.2,12.23,4.7,7.2,90.63
5.77,120.6,4.85,15.3,59.6,473.0,9.58,30.0,1.22,7.48,6.59,174.9,14.27,4.74,6.5,95.0
7.55,93.4,4.18,17.7,73.4,601.0,8.44,72.2,1.34,5.56,2.96,164.6,12.13,4.37,8.0,95.0
5.4,133.2,3.8,13.1,60.2,298.0,4.12,61.1,0.73,8.19,2.49,197.7,19.09,3.49,2.7,46.34
4.47,104.3,1.24,22.6,36.0,454.0,8.13,27.8,1.65,2.61,7.63,220.9,12.22,4.47,5.0,72.53
4.57,120.8,1.43,23.6,50.5,277.0,4.78,49.7,0.67,8.35,8.35,102.4,12.14,1.07,7.2,59.69
7.05,139.0,4.14,34.9,58.9,422.0,8.34,65.6,0.65,6.98,8.61,182.3,14.22,3.22,4.9,52.46
